AQSID,DataSource,GMTOffset,LocalTimeString,OZONE,OZONE_AQI,OZONE_AQI_LABEL,OZONE_AQI_SORT,OZONE_Measured,OZONE_Unit,SiteName,Status,ValidTime,ObjectId,MonitorType,x,y
470090102,National Park Service,-5,2024-10-24 16:00:00 GMT-5,55,43,43,43,1,PPB,Cades Cove - GSMNP,Active,1729803600000,628372723,Permanent,-9326747.688827315,4246145.081524386
202090021,Kansas Dept. of Health and Environment,-6,2024-10-24 15:00:00 GMT-6,57,48,48,48,1,PPB,WY/KC,Active,1729803600000,628372725,Permanent,-10534786.80291592,4738516.441995617
124CC0090140,Alberta Environmental Monitoring and Reporting Agency (AEMERA),-7,2024-10-24 14:00:00 GMT-7,35,28,28,28,1,PPB,Edmonton Central East,Active,1729803600000,628372727,Permanent,-12633195.93980109,7085296.168162689
560019991,EPA Office of Atmospheric Protection,-7,2024-10-24 14:00:00 GMT-7,47,48,48,48,1,PPB,Centennial,Active,1729803600000,628372737,Permanent,-11826571.569928305,5066210.410301168
TT6147003,Gila River Indian Community DEQ Air Quality Program,-7,2024-10-24 14:00:00 GMT-7,56,43,43,43,1,PPB,StJohns,Active,1729803600000,628372740,Permanent,-12485580.061117724,3933880.1546042752
060690003,National Park Service,-8,2024-10-24 13:00:00 GMT-8,,,ND,-999,1,,Pinnacles NM,Active,1729803600000,628372742,Permanent,-13486979.921392517,4367563.624268072
340315001,New Jersey Dept. of Environmental Protection,-5,2024-10-24 16:00:00 GMT-5,33,29,29,29,1,PPB,Ramapo,Active,1729803600000,628372743,Permanent,-8266089.680615994,5020991.506337322
484790016,Texas Commission on Environmental Quality,-6,2024-10-24 15:00:00 GMT-6,40,36,36,36,1,PPB,Laredo C44,Active,1729803600000,628372744,Permanent,-11077986.288248373,3188264.4753506677
471050109,Tennessee Air Pollution Control Div.,-5,2024-10-24 16:00:00 GMT-5,55,40,40,40,1,PPB,LOUDONMS,Active,1729803600000,628372747,Permanent,-9388875.09663904,4262120.752956939
840480211613,Capital Area Council of Governments,-6,2024-10-24 15:00:00 GMT-6,,,ND,-999,1,,Elgin C1613,Active,1729803600000,628372748,Permanent,-10840125.924768716,3548336.122374412
250051006,Massachusetts Dept. of Environmental Protection,-5,2024-10-24 16:00:00 GMT-5,41,42,42,42,1,PPB,Fairhaven2,Active,1729803600000,628372755,Permanent,-7892329.258261509,5108009.1989109935
TPCD0017T,Thailand Pollution Control Department,7,2024-10-25 04:00:00 GMT+7,,,ND,-999,1,,Residence for Dept. of Mineral Resources,Active,1729803600000,628372757,Permanent,11191149.341128675,1534337.525694712
291370001,Missouri Department of Natural Resources,-6,2024-10-24 15:00:00 GMT-6,45,37,37,37,1,PPB,Mark Twain SP,Active,1729803600000,628372761,Permanent,-10217903.62722888,4789955.869252275
420450002,Pennsylvania Dept. of Environmental Protection,-5,2024-10-24 16:00:00 GMT-5,39,34,34,34,1,PPB,Chester,Active,1729803600000,628372762,Permanent,-8390428.319816012,4842080.800305794
840060374009,South Coast AQMD,-8,2024-10-24 13:00:00 GMT-8,50,37,37,37,1,PPB,Long Beach Signal Hill,Active,1729803600000,628372767,Permanent,-13154737.661602257,4001136.241828877
180890022,Indiana Dept. of Environmental Management,-6,2024-10-24 15:00:00 GMT-6,37,28,28,28,1,PPB,Gary-IITRI,Active,1729803600000,628372780,Permanent,-9718749.81349911,5102225.47592734
360270007,New York Dept. of Environmental Conservation,-5,2024-10-24 16:00:00 GMT-5,28,31,31,31,1,PPB,Millbrook,Active,1729803600000,628372781,Permanent,-8203656.478163057,5128917.272318404
171132003,Illinois EPA,-6,2024-10-24 15:00:00 GMT-6,47,42,42,42,1,PPB,NORMAL,Active,1729803600000,628372782,Permanent,-9907156.381874364,4941343.559885405
391650007,Ohio EPA-DAPC,-5,2024-10-24 16:00:00 GMT-5,36,28,28,28,1,PPB,Lebanon,Active,1729803600000,628372800,Permanent,-9373186.840801546,4783005.683961735
210373002,Kentucky DEP,-5,2024-10-24 16:00:00 GMT-5,33,25,25,25,1,PPB,NKU,Active,1729803600000,628372803,Permanent,-9403647.19306731,4724780.388213867
000052301,Canada-Quebec1,-5,2024-10-24 16:00:00 GMT-5,26,24,24,24,1,PPB,Saint-Faustin-Lac-Carré,Active,1729803600000,628372806,Permanent,-8291287.181315522,5785959.769857261
270031001,Minnesota Pollution Control Agency,-6,2024-10-24 15:00:00 GMT-6,20,19,19,19,1,PPB,East Bethel,Active,1729803600000,628372807,Permanent,-10375099.327331442,5684841.331741419
230010014,Maine Dept. of Environmental Protection,-5,2024-10-24 16:00:00 GMT-5,,,ND,-999,1,,DURHAM,Active,1729803600000,628372809,Permanent,-7806267.380692794,5461488.958259148
484800010001,Government of the State of Aguascalientes,-6,2024-10-24 15:00:00 GMT-6,,,ND,-999,1,,SUR,Active,1729803600000,628372812,Permanent,-11387006.745661704,2492955.7572878664
421010048,Philadelphia Air Management Services,-5,2024-10-24 16:00:00 GMT-5,37,26,26,26,1,PPB,NEW,Active,1729803600000,628372813,Permanent,-8357960.09789481,4864691.031340676
000052401,Canada-Quebec1,-5,2024-10-24 16:00:00 GMT-5,23,23,23,23,1,PPB,Parc de la Gatineau - La Pêche,Active,1729803600000,628372819,Permanent,-8462262.787224911,5720011.831246254
181450001,Indiana Dept. of Environmental Management,-5,2024-10-24 16:00:00 GMT-5,35,32,32,32,1,PPB,Fairland,Active,1729803600000,628372820,Permanent,-9559079.147157744,4809915.869805847
471890103,Tennessee Air Pollution Control Div.,-6,2024-10-24 15:00:00 GMT-6,50,41,41,41,1,PPB,CEDARS,Active,1729803600000,628372821,Permanent,-9605324.714537483,4308921.734374304
010499991,EPA Office of Atmospheric Protection,-6,2024-10-24 15:00:00 GMT-6,50,44,44,44,1,PPB,Sand Mountain,Active,1729803600000,628372823,Permanent,-9570143.85926463,4067674.1280292748
80011G005,Secretaría de Medio Ambiente y Ordenamiento Territorial,-6,2024-10-24 15:00:00 GMT-6,48,42,42,42,1,PPB,Estación Teódula,Active,1729803600000,628372824,Permanent,-11282135.770331101,2351137.891632443
840060199999,Forest Service,-8,2024-10-24 13:00:00 GMT-8,,,ND,-999,1,,Pinehurst,Active,1729803600000,628372829,Permanent,-13249123.342775548,4396983.9961885465
211930003,Kentucky DEP,-5,2024-10-24 16:00:00 GMT-5,45,36,36,36,1,PPB,HAZ2,Active,1729803600000,628372831,Permanent,-9264041.419663463,4478641.082761906
191770006,Iowa DNR,-6,2024-10-24 15:00:00 GMT-6,39,35,35,35,1,PPB,Lake Sugema,Active,1729803600000,628372833,Permanent,-10242072.64715297,4967207.901811535
000101005,Metro Vancouver,-8,2024-10-24 13:00:00 GMT-8,28,20,20,20,1,PPB,Abbotsford Airport,Active,1729803600000,628372835,Permanent,-13617329.924414864,6278511.300387731
840060612003,Placer County APCD,-8,2024-10-24 13:00:00 GMT-8,38,31,31,31,1,PPB,Lincoln,Active,1729803600000,628372841,Permanent,-13507323.335696006,4702772.725432435
124000060521,Ontario Ministry of the Environment,-5,2024-10-24 16:00:00 GMT-5,32,25,25,25,1,PPB,Hamilton Mountain,Active,1729803600000,628372842,Permanent,-8893239.312776813,5348775.643120875
120952002,Florida Dept. of Environmental Protection,-5,2024-10-24 16:00:00 GMT-5,,48,48,48,1,,Winter Park,Active,1729803600000,628372843,Permanent,-9057265.465514958,3324794.8038871293
121056005,Florida Dept. of Environmental Protection,-5,2024-10-24 16:00:00 GMT-5,49,43,43,43,1,PPB,Sikes Elementary School,Active,1729803600000,628372844,Permanent,-9128231.64089567,3241411.2662185347
280330002,Mississippi DEQ,-6,2024-10-24 15:00:00 GMT-6,57,48,48,48,1,PPB,HERNANDO,Active,1729803600000,628372845,Permanent,-10017394.06985611,4139532.522208077
410390060,Lane Regional Air Protection Agency,-8,2024-10-24 13:00:00 GMT-8,,,ND,-999,1,,Eugene - Amazon Park,Active,1729803600000,628372846,Permanent,-13701622.601316402,5469513.071358513
450790021,South Carolina DES,-5,2024-10-24 16:00:00 GMT-5,53,43,43,43,1,PPB,Congaree Bluff,Active,1729803600000,628372847,Permanent,-8992510.583762038,4003947.9530448774
482090614,Capital Area Council of Governments,-6,2024-10-24 15:00:00 GMT-6,,,ND,-999,1,,Dripping Springs C614,Active,1729803600000,628372848,Permanent,-10918584.235838287,3531169.243261005
TPCD0013T,Thailand Pollution Control Department,7,2024-10-25 04:00:00 GMT+7,11,11,11,11,1,PPB,Department of Disease Control,Active,1729803600000,628372855,Permanent,11190886.51581091,1557331.5427104798
080410016,Colorado Department of Public Health and Environment,-7,2024-10-24 14:00:00 GMT-7,47,39,39,39,1,PPB,Manitou Springs,Active,1729803600000,628372861,Permanent,-11677557.741079558,4700650.769846897
800090072,Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico,-6,2024-10-24 15:00:00 GMT-6,,,ND,-999,1,,UAM Iztapalapa,Active,1729803600000,628372866,Permanent,-11028844.966954628,2197448.8700810936
130210012,Georgia Department of Natural Resources,-5,2024-10-24 16:00:00 GMT-5,53,44,44,44,1,PPB,Macon Forestry,Active,1729803600000,628372867,Permanent,-9300153.462476803,3869197.8502626256
481410057,Texas Commission on Environmental Quality,-7,2024-10-24 14:00:00 GMT-7,46,37,37,37,1,PPB,Socorro Hueco C49,Active,1729803600000,628372868,Permanent,-11831897.094367854,3719746.1518589393
840080690015,Colorado Department of Public Health and Environment,-7,2024-10-24 14:00:00 GMT-7,57,48,48,48,1,PPB,Fossil Creek,Active,1729803600000,628372873,Permanent,-11690356.588214023,4936456.885487748
840191930022,Iowa DNR,-6,2024-10-24 15:00:00 GMT-6,41,35,35,35,1,PPB,Stone State Park,Active,1729803600000,628372878,Permanent,-10738212.040391548,5244481.739369524
560450003,Bureau of Land Management - Wyoming,-7,2024-10-24 14:00:00 GMT-7,,,ND,-999,1,,NewCastle,Active,1729803600000,628372887,Permanent,-11598589.475422662,5447107.021013224
450510008,South Carolina DES,-5,2024-10-24 16:00:00 GMT-5,62,50,50,50,1,PPB,Coastal Carolina,Active,1729803600000,628372890,Permanent,-8793582.987672932,4002045.4042406394
120972002,Florida Dept. of Environmental Protection,-5,2024-10-24 16:00:00 GMT-5,51,44,44,44,1,PPB,Osceola Co. Fire Station - Four Corners,Active,1729803600000,628372893,Permanent,-9087755.874043237,3292894.600257181
181270026,Indiana Dept. of Environmental Management,-6,2024-10-24 15:00:00 GMT-6,39,31,31,31,1,PPB,Valparaiso,Active,1729803600000,628372894,Permanent,-9688829.472083187,5088174.951802823
420070005,Pennsylvania Dept. of Environmental Protection,-5,2024-10-24 16:00:00 GMT-5,37,32,32,32,1,PPB,Brighton Township,Active,1729803600000,628372895,Permanent,-8945600.884300226,4965945.636123677
450791001,South Carolina DES,-5,2024-10-24 16:00:00 GMT-5,58,46,46,46,1,PPB,Sandhill,Active,1729803600000,628372896,Permanent,-9002218.088637177,4046419.1667559156
482450011,Texas Commission on Environmental Quality,-6,2024-10-24 15:00:00 GMT-6,46,41,41,41,1,PPB,Port Arthur West C28/C128/C228,Active,1729803600000,628372897,Permanent,-10462640.640932798,3489957.4764653165
170199991,EPA Office of Atmospheric Protection,-6,2024-10-24 15:00:00 GMT-6,,33,33,33,1,,Bondville,Active,1729803600000,628372914,Permanent,-9837570.568179488,4873487.114789092
060990006,San Joaquin Valley Unified APCD,-8,2024-10-24 13:00:00 GMT-8,41,36,36,36,1,PPB,Turlock - S. Minaret Street,Active,1729803600000,628372918,Permanent,-13451379.725597845,4507389.834447263
370870035,North Carolina DEQ - Division of Air Quality,-5,2024-10-24 16:00:00 GMT-5,61,54,54,54,1,PPB,FRYPAN,Active,1729803600000,628372919,Permanent,-9216418.941502102,4215528.556032952
510360002,Virginia Dept. of Environmental Quality,-5,2024-10-24 16:00:00 GMT-5,44,31,31,31,1,PPB,SHIRLEY PLANTATION,Active,1729803600000,628372920,Permanent,-8600460.36907022,4487218.245798888
511530009,Virginia Dept. of Environmental Quality,-5,2024-10-24 16:00:00 GMT-5,40,26,26,26,1,PPB,JAMES S. LONG PARK,Active,1729803600000,628372921,Permanent,-8642246.366329292,4700618.321360592
040134008,Maricopa County Air Quality Department,-7,2024-10-24 14:00:00 GMT-7,,,ND,-999,1,,Cave Creek,Active,1729803600000,628372922,Permanent,-12469719.927986443,4004885.7453916403
060012001,San Francisco Bay Area AQMD,-8,2024-10-24 13:00:00 GMT-8,,,ND,-999,1,,Hayward,Active,1729803600000,628372940,Permanent,-13584506.704637522,4530760.68995326
390550004,Ohio EPA-DAPC,-5,2024-10-24 16:00:00 GMT-5,35,30,30,30,1,PPB,Notre Dame,Active,1729803600000,628372941,Permanent,-9044698.162921343,5088610.983692018
060010011,San Francisco Bay Area AQMD,-8,2024-10-24 13:00:00 GMT-8,41,31,31,31,1,PPB,Oakland West,Active,1729803600000,628372944,Permanent,-13612414.723618379,4553296.19856965
CUR010001,U.S. Department of State Curacao,-4,2024-10-24 17:00:00 GMT-4,,,ND,-999,1,,Curacao,Active,1729803600000,628372950,Permanent,-7679931.669827943,1365016.0825678823
840560370029,Wyoming Department of Environmental Quality,-7,2024-10-24 14:00:00 GMT-7,,,ND,-999,1,,Rock Springs Mobile,Active,1729803600000,628372951,Permanent,-12160300.724157091,5099588.7587267095
TT5420500,Tachi-Yokut Tribe,-8,2024-10-24 13:00:00 GMT-8,,,ND,-999,1,,Santa Rosa Rancheria,Active,1729803600000,628372953,Permanent,-13332188.054374145,4332775.31387116
260492001,"Michigan Department of Environment, Great Lakes, and Energy",-5,2024-10-24 16:00:00 GMT-5,37,28,28,28,1,PPB,OTISVILLE,Active,1729803600000,628372958,Permanent,-9290913.94474096,5337624.0087118205
040213003,Pinal County Air Quality Control District,-7,2024-10-24 14:00:00 GMT-7,48,40,40,40,1,PPB,C GRANDE,Active,1729803600000,628372959,Permanent,-12441311.193936,3889252.889029868
000060304,Ontario Ministry of the Environment,-5,2024-10-24 16:00:00 GMT-5,23,18,18,18,1,PPB,Kingston,Active,1729803600000,628372963,Permanent,-8518294.67367927,5499543.750041128
764TPCD0022T,Thailand Pollution Control Department,7,2024-10-25 04:00:00 GMT+7,,,ND,-999,1,,Sukhothai Thammathirat University,Active,1729803600000,628372968,Permanent,11191576.362695357,1563647.7957706042
840530139991,EPA Office of Atmospheric Protection,-8,2024-10-24 13:00:00 GMT-8,36,32,32,32,1,PPB,Umatilla,Active,1729803600000,628372970,Permanent,-13130568.085080713,5812875.667140388
191130040,Linn Co. Public Health ,-6,2024-10-24 15:00:00 GMT-6,38,32,32,32,1,PPB,PUBLIC HEALTH,Active,1729803600000,628372982,Permanent,-10206639.207955508,5157489.85578726
124000064102,Canadian Air and Precipitation Monitoring Network,-5,2024-10-24 16:00:00 GMT-5,35,28,28,28,1,PPB,Searchmont,Active,1729803600000,628372985,Permanent,-9354579.78791545,5903954.481271359
CC0040801,Canada-New Brunswick1,-4,2024-10-24 17:00:00 GMT-4,,,ND,-999,1,,CANTERBURY,Active,1729803600000,628372992,Permanent,-7511594.335850356,5772868.668148813
060990005,California Air Resources Board,-8,2024-10-24 13:00:00 GMT-8,38,36,36,36,1,PPB,Modesto - 14th Street,Active,1729803600000,628372993,Permanent,-13469014.068773393,4528998.330331663
120813002,Florida Dept. of Environmental Protection,-5,2024-10-24 16:00:00 GMT-5,,58,58,58,1,,Port Manatee,Active,1729803600000,628372994,Permanent,-9188956.4231234,3202794.351250804
220050004,Louisiana Department of Environmental Quality,-6,2024-10-24 15:00:00 GMT-6,66,54,54,54,1,PPB,Dutchtown,Active,1729803600000,628372995,Permanent,-10126244.271704605,3533071.287332809
420490003,Pennsylvania Dept. of Environmental Protection,-5,2024-10-24 16:00:00 GMT-5,38,30,30,30,1,PPB,Erie,Active,1729803600000,628372996,Permanent,-8909700.348519396,5182394.251215211
480391004,Texas Commission on Environmental Quality,-6,2024-10-24 15:00:00 GMT-6,49,44,44,44,1,PPB,Manvel Croix Park C84,Active,1729803600000,628372997,Permanent,-10619044.525497349,3442036.714309936
124000055502,Canadian Air and Precipitation Monitoring Network,-5,2024-10-24 16:00:00 GMT-5,27,25,25,25,1,PPB,Frelighsburg Site B,Active,1729803600000,628373002,Permanent,-8110529.93175013,5627973.681868135
000102701,British Columbia Ministry of Environment,-8,2024-10-24 13:00:00 GMT-8,,6,6,6,1,,Williams Lake Columneetza School,Active,1729803600000,628373009,Permanent,-13597719.326319266,6826255.288652482
371450003,North Carolina DEQ - Division of Air Quality,-5,2024-10-24 16:00:00 GMT-5,52,42,42,42,1,PPB,BUSHYFRK,Active,1729803600000,628373016,Permanent,-8804477.82623687,4342941.90493015
CC0090601,Alberta Environmental Monitoring and Reporting Agency (AEMERA),-7,2024-10-24 14:00:00 GMT-7,35,31,31,31,1,PPB,Fort Saskatchewan,Active,1729803600000,628373017,Permanent,-12603960.101934051,7113336.543079635
060392010,San Joaquin Valley Unified APCD,-8,2024-10-24 13:00:00 GMT-8,41,34,34,34,1,PPB,Madera-City,Active,1729803600000,628373018,Permanent,-13362134.889828878,4432599.406986102
840311079992,EPA Office of Atmospheric Protection,-6,2024-10-24 15:00:00 GMT-6,43,37,37,37,1,PPB,Santee Sioux - Environmental Office,Active,1729803600000,628373023,Permanent,-10901320.697886577,5273615.8883106345
170890005,Illinois EPA,-6,2024-10-24 15:00:00 GMT-6,43,30,30,30,1,PPB,ELGIN,Active,1729803600000,628373030,Permanent,-9826516.542743716,5168382.199221561
450250001,South Carolina DES,-5,2024-10-24 16:00:00 GMT-5,56,47,47,47,1,PPB,Chesterfield,Active,1729803600000,628373034,Permanent,-8927700.487541687,4111723.933566753
80039SO01,Sistema Integral de Monitoreo Ambiental,-6,2024-10-24 15:00:00 GMT-6,,,ND,-999,1,,Santa Catarina,Active,1729803600000,628373041,Permanent,-11182970.14154264,2958883.665377709
80011G016,Secretaría de Medio Ambiente y Ordenamiento Territorial,-6,2024-10-24 15:00:00 GMT-6,62,58,58,58,1,PPB,Estación Purísima del Rincón,Active,1729803600000,628373043,Permanent,-11339736.14841074,2395979.5814466844
270495302,Minnesota Pollution Control Agency,-6,2024-10-24 15:00:00 GMT-6,39,32,32,32,1,PPB,Stanton,Active,1729803600000,628373048,Permanent,-10354192.970363012,5538762.750959581
800090154,Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico,-6,2024-10-24 15:00:00 GMT-6,,,ND,-999,1,,Hospital General de México,Active,1729803600000,628373052,Permanent,-11037572.415032819,2203455.5962082716
310550019,Douglas County Health Department (Omaha),-6,2024-10-24 15:00:00 GMT-6,37,29,29,29,1,PPB,NCORE,Active,1729803600000,628373054,Permanent,-10683676.621851925,5048901.879058866
CC0041302,Canada-New Brunswick1,-4,2024-10-24 17:00:00 GMT-4,30,28,28,28,1,PPB,BATHURST,Active,1729803600000,628373058,Permanent,-7306290.9159260625,6042138.314148526
000061302,Ontario Ministry of the Environment,-5,2024-10-24 16:00:00 GMT-5,30,24,24,24,1,PPB,St. Catharines,Active,1729803600000,628373062,Permanent,-8820372.023132334,5336365.8207171345
100051003,Delaware Dept. of Natural Resources and Environment,-5,2024-10-24 16:00:00 GMT-5,39,30,30,30,1,PPB,LEWES,Active,1729803600000,628373063,Permanent,-8367132.489977704,4690078.756603137
400430860,Oklahoma Department of Environmental Quality,-6,2024-10-24 15:00:00 GMT-6,48,43,43,43,1,PPB,Seiling,Active,1729803600000,628373064,Permanent,-11013427.217479758,4322507.852459795
380070002,North Dakota Department of Environmental Quality,-7,2024-10-24 14:00:00 GMT-7,42,36,36,36,1,PPB,Theodore Roosevelt NP - Painted Canyon VC,Active,1729803600000,628373065,Permanent,-11523169.963812767,5933867.530327045
000065801,Ontario Ministry of the Environment,-5,2024-10-24 16:00:00 GMT-5,33,25,25,25,1,PPB,Chatham,Active,1729803600000,628373088,Permanent,-9151386.762897616,5221684.687955489
