AQSID,DataSource,GMTOffset,LocalTimeString,OZONE,OZONEPM_AQI,OZONEPM_AQI_LABEL,OZONEPM_AQI_SORT,OZONE_AQI,OZONE_Measured,OZONE_Unit,PM10,PM10_AQI,PM10_Measured,PM10_Unit,PM25,PM25_AQI,PM25_Measured,PM25_Unit,SiteName,Status,ValidTime,ObjectId,MonitorType,x,y
390490038,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,33,33,33,,0,,,,0,,7.2,33,1,UG/M3,Smoky Row Near Road,Active,1731114000000,632859886,Permanent,-9246795.358871806,4882098.731863626
390490081,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,25,25,25,,1,,12,9,1,UG/M3,5.6,25,1,UG/M3,Maple Canyon,Active,1731114000000,632859887,Permanent,-9235018.758621296,4878710.369691507
390550004,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,Notre Dame,Active,1731114000000,632859889,Permanent,-9044698.162921343,5088610.983692018
390570006,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,Xenia,Active,1731114000000,632859890,Permanent,-9344475.317736145,4817488.203380638
390610006,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,13,13,13,,1,,,,0,,2.8,13,1,UG/M3,Sycamore,Active,1731114000000,632859891,Permanent,-9391593.518604213,4761671.946247556
390610010,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,28,28,28,,1,,,,0,,6.7,28,1,UG/M3,Colerain,Active,1731114000000,632859892,Permanent,-9427743.41004442,4752506.815599939
390610040,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,31,30,30,30,30,1,PPB,9,8,1,UG/M3,5,24,1,UG/M3,Taft NCore PAMS,Active,1731114000000,632859893,Permanent,-9406946.702774422,4740146.506157281
390610048,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,46,46,46,,0,,,,0,,11.6,46,1,UG/M3,Cincinnati Near Road,Active,1731114000000,632859894,Permanent,-9410768.85749081,4742610.037713073
390810017,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,26,26,26,,1,,12,10,1,UG/M3,5.9,26,1,UG/M3,Steubenville,Active,1731114000000,632859895,Permanent,-8974097.672067886,4919337.857737189
390830003,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,Centerburg WWTP,Active,1731114000000,632859897,Permanent,-9203846.51821191,4906548.588202122
390850003,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,Eastlake,Active,1731114000000,632859898,Permanent,-9063906.229738232,5112122.487571807
390850007,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,29,29,29,,1,,,,0,,5.1,29,1,UG/M3,Painesville,Active,1731114000000,632859899,Permanent,-9043835.436867695,5120144.495274465
390870011,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,Wilgus,Active,1731114000000,632859901,Permanent,-9179278.306593835,4668668.903062077
390870012,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,22,22,22,,1,,,,0,,4.3,22,1,UG/M3,ODOT Ironton,Active,1731114000000,632859902,Permanent,-9201591.296647929,4651456.050659403
390890005,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,Heath,Active,1731114000000,632859903,Permanent,-9176399.58456192,4869726.627072191
390890008,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,Reynoldsburg,Active,1731114000000,632859904,Permanent,-9212675.823624179,4859328.914248703
390930018,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,Sheffield,Active,1731114000000,632859905,Permanent,-9138854.748582583,5074621.282013197
390950024,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,53,53,53,,1,,22,18,1,UG/M3,13.4,53,1,UG/M3,Erie,Active,1731114000000,632859906,Permanent,-9300326.007687531,5107810.626783192
390950027,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,Waterville,Active,1731114000000,632859907,Permanent,-9319550.215830585,5085507.75272484
390950035,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,Cooley,Active,1731114000000,632859909,Permanent,-9271485.354012812,5111525.633981717
390951003,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,47,47,47,,0,,,,0,,8.3,47,1,UG/M3,Eastside Pump St,Active,1731114000000,632859910,Permanent,-9292394.493968511,5119039.160243827
390970007,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,London,Active,1731114000000,632859911,Permanent,-9292512.492628753,4835210.197966266
391030004,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,28,28,28,,1,,,,0,,5.6,28,1,UG/M3,Chippewa,Active,1731114000000,632859913,Permanent,-9119726.831799066,5021254.736231452
391090005,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,Miami East HS,Active,1731114000000,632859915,Permanent,-9363541.006924309,4878236.472691764
391130037,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,Eastwood,Active,1731114000000,632859920,Permanent,-9365795.226612873,4834839.340515435
391130038,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,26,26,26,,0,,11,9,1,UG/M3,5.2,26,1,UG/M3,Sinclair,Active,1731114000000,632859921,Permanent,-9372808.911130302,4830871.59472516
391219991,EPA Office of Atmospheric Protection,-5,2024-11-08 20:00:00 GMT-5,38,37,37,37,37,1,PPB,,,0,,,,0,,Quaker City,Active,1731114000000,632859922,Permanent,-9054426.81849973,4857633.609596956
391331001,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,Lake Rockwell,Active,1731114000000,632859923,Permanent,-9053668.287489465,5039292.72512015
391351001,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,23,25,25,25,25,1,PPB,12,12,1,UG/M3,4.5,22,1,UG/M3,Preble NCore,Active,1731114000000,632859924,Permanent,-9431041.806556625,4842083.699682982
391450013,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,31,31,31,,0,,18,15,1,UG/M3,6.4,31,1,UG/M3,Portsmouth Water Treatment Plant,Active,1731114000000,632859925,Permanent,-9230278.218105866,4686580.12537367
391510016,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,Malone Univ,Active,1731114000000,632859926,Permanent,-9058994.591165451,4987012.360055801
391510020,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,34,34,34,,0,,,,0,,7.3,34,1,UG/M3,Canton,Active,1731114000000,632859928,Permanent,-9058400.924321052,4982991.755179933
391510022,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,Brewster,Active,1731114000000,632859929,Permanent,-9083484.879139971,4970068.3481858205
391514005,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,Alliance,Active,1731114000000,632859932,Permanent,-9030628.826438453,5002228.144375716
391530017,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,33,33,33,,0,,13,12,1,UG/M3,7,33,1,UG/M3,East HS,Active,1731114000000,632859933,Permanent,-9069082.69737961,5021716.254660056
391550011,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,TCSE,Active,1731114000000,632859938,Permanent,-8979337.257860545,5047885.818005304
391550013,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,Kinsman Maintenance,Active,1731114000000,632859939,Permanent,-8971060.765039556,5079635.503722053
391550014,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,40,40,40,,0,,14,13,1,UG/M3,8.3,40,1,UG/M3,Laird Eng Bldg,Active,1731114000000,632859940,Permanent,-8994743.986705825,5046580.625563864
391650007,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,54,54,54,,1,,,,0,,14.5,54,1,UG/M3,Lebanon,Active,1731114000000,632859942,Permanent,-9373186.840801546,4783005.683961735
391670004,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,Marietta WTP,Active,1731114000000,632859943,Permanent,-9068130.470455365,4783755.541861569
391730003,Ohio EPA-DAPC,-5,2024-11-08 20:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,Bowling Green,Active,1731114000000,632859944,Permanent,-9307545.521943439,5068210.744273766
398KZ1010001,U.S. Department of State Kazakhstan - Almaty,6,2024-11-09 07:00:00 GMT+6,,16,16,16,,0,,,,0,,,16,1,,Almaty,Active,1731114000000,632859945,Permanent,8563939.783725671,5350538.493354467
400019009,Cherokee Nation,-6,2024-11-08 19:00:00 GMT-6,27,25,25,25,25,1,PPB,9,9,1,UG/M3,4.8,24,1,UG/M3,STILWELL CASTNET & NCORE,Active,1731114000000,632859946,Permanent,-10538582.908871463,4266358.221795912
400170101,Oklahoma Department of Environmental Quality,-6,2024-11-08 19:00:00 GMT-6,22,16,16,16,16,1,PPB,,,0,,,,0,,Yukon,Active,1731114000000,632859948,Permanent,-10881569.280635126,4229222.046904505
400190297,Oklahoma Department of Environmental Quality,-6,2024-11-08 19:00:00 GMT-6,20,18,18,18,18,1,PPB,5,5,1,UG/M3,1.6,14,1,UG/M3,Healdton,Active,1731114000000,632859949,Permanent,-10850777.975523235,4063349.938316447
400270049,Oklahoma Department of Environmental Quality,-6,2024-11-08 19:00:00 GMT-6,19,14,14,14,14,1,PPB,4,3,1,UG/M3,2.4,13,1,UG/M3,Moore,Active,1731114000000,632859951,Permanent,-10852347.91430189,4207453.3470745385
400310651,Oklahoma Department of Environmental Quality,-6,2024-11-08 19:00:00 GMT-6,25,23,23,23,23,1,PPB,5,3,1,UG/M3,3.1,13,1,UG/M3,Lawton North,Active,1731114000000,632859953,Permanent,-10957044.118031947,4114118.346349855
400370144,Oklahoma Department of Environmental Quality,-6,2024-11-08 19:00:00 GMT-6,,,ND,-999,,1,,,,0,,,,0,,Mannford,Active,1731114000000,632859955,Permanent,-10726835.188432476,4315120.179835235
400430860,Oklahoma Department of Environmental Quality,-6,2024-11-08 19:00:00 GMT-6,23,19,19,19,19,1,PPB,3,2,1,UG/M3,1.8,8,1,UG/M3,Seiling,Active,1731114000000,632859956,Permanent,-11013427.217479758,4322507.852459795
400670671,Oklahoma Department of Environmental Quality,-6,2024-11-08 19:00:00 GMT-6,18,17,17,17,17,1,PPB,,,0,,,,0,,Waurika,Active,1731114000000,632859958,Permanent,-10913395.18909445,4059283.068989248
400690324,Oklahoma Department of Environmental Quality,-6,2024-11-08 19:00:00 GMT-6,15,14,14,14,14,1,PPB,,,0,,,,0,,Tishomingo,Active,1731114000000,632859959,Permanent,-10761598.039017398,4055537.442571737
400710604,Oklahoma Department of Environmental Quality,-6,2024-11-08 19:00:00 GMT-6,,21,21,21,,0,,6,6,1,UG/M3,3.5,21,1,UG/M3,Ponca City,Active,1731114000000,632859961,Permanent,-10807038.432520231,4396982.468991108
400979014,Cherokee Nation,-6,2024-11-08 19:00:00 GMT-6,19,19,19,19,19,1,PPB,,,1,,,,0,,PRYOR,Active,1731114000000,632859966,Permanent,-10603181.498059308,4332080.466274401
400JOR010001,U.S. Department of State Jordan - Amman,2,2024-11-09 03:00:00 GMT+2,,,ND,-999,,1,,,,0,,,,1,,Amman,Active,1731114000000,632859967,Permanent,3994199.1007275437,3756095.9407019503
401090096,Oklahoma Department of Environmental Quality,-6,2024-11-08 19:00:00 GMT-6,15,13,13,13,13,1,PPB,,,0,,,,0,,Choctaw,Active,1731114000000,632859969,Permanent,-10831631.357065264,4229003.326397675
401090097,Oklahoma Department of Environmental Quality,-6,2024-11-08 19:00:00 GMT-6,,19,19,19,,0,,7,6,1,UG/M3,3.5,19,1,UG/M3,Near Road OKC,Active,1731114000000,632859970,Permanent,-10862296.98247205,4232444.30450054
401091037,Oklahoma Department of Environmental Quality,-6,2024-11-08 19:00:00 GMT-6,14,14,14,14,13,1,PPB,3,4,1,UG/M3,1.7,14,1,UG/M3,North OKC,Active,1731114000000,632859971,Permanent,-10850555.447861139,4247473.351940976
401130226,Oklahoma Department of Environmental Quality,-6,2024-11-08 19:00:00 GMT-6,28,24,24,24,24,1,PPB,,,0,,,,0,,Skiatook,Active,1731114000000,632859972,Permanent,-10688054.817424823,4349698.288492092
401210415,Oklahoma Department of Environmental Quality,-6,2024-11-08 19:00:00 GMT-6,17,36,36,36,16,1,PPB,9,9,1,UG/M3,5.3,36,1,UG/M3,McAlester,Active,1731114000000,632859977,Permanent,-10663753.549945671,4151125.376212814
401359021,Cherokee Nation,-6,2024-11-08 19:00:00 GMT-6,25,33,33,33,23,1,PPB,,,0,,7,33,1,UG/M3,ROLAND,Active,1731114000000,632859980,Permanent,-10522409.634012578,4219484.724849984
401430174,Oklahoma Department of Environmental Quality,-6,2024-11-08 19:00:00 GMT-6,21,23,23,23,18,1,PPB,6,6,1,UG/M3,3.9,23,1,UG/M3,Glenpool,Active,1731114000000,632859982,Permanent,-10687038.47047388,4294087.412139803
401430178,Oklahoma Department of Environmental Quality,-6,2024-11-08 19:00:00 GMT-6,22,20,20,20,20,1,PPB,,,0,,,,0,,Lynn Lane,Active,1731114000000,632859983,Permanent,-10660355.188530732,4319020.131974365
401431127,Oklahoma Department of Environmental Quality,-6,2024-11-08 19:00:00 GMT-6,23,27,27,27,19,1,PPB,8,6,1,UG/M3,5,27,1,UG/M3,Tulsa,Active,1731114000000,632859985,Permanent,-10684044.198810522,4329100.2362117395
401470217,Oklahoma Department of Environmental Quality,-6,2024-11-08 19:00:00 GMT-6,32,29,29,29,29,1,PPB,7,6,1,UG/M3,3.6,21,1,UG/M3,Copan,Active,1731114000000,632859986,Permanent,-10673574.378062434,4426306.930300663
404KE1010001,U.S. Department of State Kenya - Nairobi,3,2024-11-09 04:00:00 GMT+3,,,ND,-999,,0,,,,0,,,,1,,Nairobi,Active,1731114000000,632859987,Permanent,4098485.314773007,-137420.0705334725
410010004,Oregon Dept. of Environmental Quality,-8,2024-11-08 17:00:00 GMT-8,,62,62,62,,0,,,,0,,19,62,1,UG/M3,Baker City - Forest Service,Active,1731114000000,632859988,Permanent,-13118400.864737006,5588242.449987598
410050004,Oregon Dept. of Environmental Quality,-8,2024-11-08 17:00:00 GMT-8,,88,88,88,,0,,,,0,,31.2,88,1,UG/M3,Portland - Spangler Road,Active,1731114000000,632859990,Permanent,-13646450.54660893,5662432.59274175
410090004,Oregon Dept. of Environmental Quality,-8,2024-11-08 17:00:00 GMT-8,,52,52,52,,0,,,,0,,9.4,52,1,UG/M3,Portland - Sauvie Island,Active,1731114000000,632859992,Permanent,-13666927.655620862,5743333.422890985
410111036,Quality Review and Exchange System for Tribes (QREST),-8,2024-11-08 17:00:00 GMT-8,,61,61,61,,0,,,,0,,6.7,61,1,UG/M3,CTCLUSI Radar Hill-OR,Active,1731114000000,632859993,Permanent,-13832992.402193906,5370289.346545726
410130100,Oregon Dept. of Environmental Quality,-8,2024-11-08 17:00:00 GMT-8,,48,48,48,,0,,,,0,,9.9,48,1,UG/M3,Prineville - Davidson Park,Active,1731114000000,632859994,Permanent,-13452378.595388735,5511952.726641814
410170004,Oregon Dept. of Environmental Quality,-8,2024-11-08 17:00:00 GMT-8,,,ND,-999,,0,,,,0,,,,1,,Sisters Forest Service,Active,1731114000000,632859995,Permanent,-13531496.363121765,5510757.166351465
410170120,Oregon Dept. of Environmental Quality,-8,2024-11-08 17:00:00 GMT-8,,55,55,55,,0,,,,0,,10.4,55,1,UG/M3,Bend - Pump Station,Active,1731114000000,632859996,Permanent,-13504451.738111503,5475338.665122839
410170122,Oregon Dept. of Environmental Quality,-8,2024-11-08 17:00:00 GMT-8,,,ND,-999,,0,,,,0,,,,1,,Bend - Road Department,Active,1731114000000,632859997,Permanent,-13498619.932627825,5468831.2652336545
410230002,Oregon Dept. of Environmental Quality,-8,2024-11-08 17:00:00 GMT-8,,69,69,69,,0,,,,0,,29.3,69,1,UG/M3,John Day Dayton St,Active,1731114000000,632860001,Permanent,-13241598.367836902,5530358.008198838
410250003,Oregon Dept. of Environmental Quality,-8,2024-11-08 17:00:00 GMT-8,,7,7,7,,0,,,,0,,1.1,7,1,UG/M3,Burns - Washington St.,Active,1731114000000,632860003,Permanent,-13252396.358443853,5402096.1522115115
410290019,Oregon Dept. of Environmental Quality,-8,2024-11-08 17:00:00 GMT-8,,22,22,22,,0,,,,0,,,22,1,,Shady Cove - Shady Cove School,Active,1731114000000,632860005,Permanent,-13671164.252801474,5254797.561693051
410290201,Oregon Dept. of Environmental Quality,-8,2024-11-08 17:00:00 GMT-8,,30,30,30,,0,,,,0,,4.7,30,1,UG/M3,Talent - Rapp Lane,Active,1731114000000,632860007,Permanent,-13668664.239677237,5195478.449155932
410290203,Oregon Dept. of Environmental Quality,-8,2024-11-08 17:00:00 GMT-8,,40,40,40,,0,,,,0,,7.9,40,1,UG/M3,Ashland Fire Dept,Active,1731114000000,632860008,Permanent,-13659858.867955491,5190099.172795512
410310007,Oregon Dept. of Environmental Quality,-8,2024-11-08 17:00:00 GMT-8,,55,55,55,,0,,,,0,,14.4,55,1,UG/M3,Madras - Westside School,Active,1731114000000,632860010,Permanent,-13484307.919655005,5563553.283003179
410330036,Oregon Dept. of Environmental Quality,-8,2024-11-08 17:00:00 GMT-8,,38,38,38,,0,,,,0,,6.6,38,1,UG/M3,Cave Junction Forest Service,Active,1731114000000,632860014,Permanent,-13764471.35942847,5185232.179659258
410330114,Oregon Dept. of Environmental Quality,-8,2024-11-08 17:00:00 GMT-8,,47,47,47,,0,,,,0,,9.6,47,1,UG/M3,Grants Pass - Parkside School,Active,1731114000000,632860015,Permanent,-13731088.425251419,5226236.351062593
410350004,Oregon Dept. of Environmental Quality,-8,2024-11-08 17:00:00 GMT-8,,39,39,39,,0,,,,0,,7.3,39,1,UG/M3,Klamath Falls - Peterson School,Active,1731114000000,632860016,Permanent,-13551074.010648089,5189527.6225239085
410370001,Oregon Dept. of Environmental Quality,-8,2024-11-08 17:00:00 GMT-8,,29,29,29,,0,,,,0,,7.9,29,1,UG/M3,Lakeview - Center & M,Active,1731114000000,632860018,Permanent,-13397742.544029433,5189365.208757084
410390059,Lane Regional Air Protection Agency,-8,2024-11-08 17:00:00 GMT-8,,82,82,82,,0,,,,0,,26.2,82,1,UG/M3,Eugene - Highway 99,Active,1731114000000,632860019,Permanent,-13708032.377596278,5475850.997522553
410390060,Lane Regional Air Protection Agency,-8,2024-11-08 17:00:00 GMT-8,,73,73,73,,1,,,,0,,21.2,73,1,UG/M3,Eugene - Amazon Park,Active,1731114000000,632860020,Permanent,-13701622.601316402,5469513.071358513
410391007,Lane Regional Air Protection Agency,-8,2024-11-08 17:00:00 GMT-8,,,ND,-999,,1,,,,0,,,,0,,Saginaw - Delight Valley School,Active,1731114000000,632860021,Permanent,-13696235.294559462,5439861.66622413
410391009,Lane Regional Air Protection Agency,-8,2024-11-08 17:00:00 GMT-8,,137,137,137,,0,,,,0,,,137,1,,Springfield City Hall,Active,1731114000000,632860022,Permanent,-13694271.73006136,5472669.329477746
410392013,Lane Regional Air Protection Agency,-8,2024-11-08 17:00:00 GMT-8,,18,18,18,,0,,,,0,,3.6,18,1,UG/M3,Oakridge - Willamette Activity Center,Active,1731114000000,632860023,Permanent,-13634467.560022488,5425966.157397863
410399004,Lane Regional Air Protection Agency,-8,2024-11-08 17:00:00 GMT-8,,76,76,76,,0,,,,0,,26.1,76,1,UG/M3,Cottage Grove City Shops,Active,1731114000000,632860024,Permanent,-13698252.96033009,5434466.59213264
410430009,Oregon Dept. of Environmental Quality,-8,2024-11-08 17:00:00 GMT-8,,77,77,77,,0,,,,0,,24.2,77,1,UG/M3,Albany - Calapooia School,Active,1731114000000,632860025,Permanent,-13702478.31424213,5561221.296400595
410430104,Oregon Dept. of Environmental Quality,-8,2024-11-08 17:00:00 GMT-8,,,ND,-999,,0,,,,0,,,,1,,Mill City,Active,1731114000000,632860026,Permanent,-13634374.719567165,5582577.514957282
410432002,Oregon Dept. of Environmental Quality,-8,2024-11-08 17:00:00 GMT-8,,62,62,62,,0,,,,0,,17.4,62,1,UG/M3,Sweet Home - Fire Department,Active,1731114000000,632860027,Permanent,-13662296.764803864,5526898.851602542
410432003,Oregon Dept. of Environmental Quality,-8,2024-11-08 17:00:00 GMT-8,,89,89,89,,0,,,,0,,27.3,89,1,UG/M3,Lyons,Active,1731114000000,632860028,Permanent,-13649667.345934382,5586756.096537248
410470004,Oregon Dept. of Environmental Quality,-8,2024-11-08 17:00:00 GMT-8,,75,75,75,,0,,,,0,,16.7,75,1,UG/M3,Turner - CJHS,Active,1731114000000,632860029,Permanent,-13682844.67301194,5591704.810197785
410470007,Oregon Dept. of Environmental Quality,-8,2024-11-08 17:00:00 GMT-8,,83,83,83,,0,,,,0,,26.4,83,1,UG/M3,Silverton,Active,1731114000000,632860030,Permanent,-13668962.798551545,5623882.9234481985
410470041,Oregon Dept. of Environmental Quality,-8,2024-11-08 17:00:00 GMT-8,,90,90,90,,0,,,,0,,25.2,90,1,UG/M3,Salem - State Hospital,Active,1731114000000,632860031,Permanent,-13692957.937431017,5612570.391074916
410470123,Oregon Dept. of Environmental Quality,-8,2024-11-08 17:00:00 GMT-8,,,ND,-999,,0,,,,0,,,,1,,Detroit Lake,Active,1731114000000,632860032,Permanent,-13601322.18163879,5578851.014181649
410510080,Oregon Dept. of Environmental Quality,-8,2024-11-08 17:00:00 GMT-8,14,62,62,62,14,1,PPB,,,0,,16.8,62,1,UG/M3,Portland - SE Lafayette,Active,1731114000000,632860033,Permanent,-13648089.837430352,5700049.266753745
410590121,Oregon Dept. of Environmental Quality,-8,2024-11-08 17:00:00 GMT-8,,61,61,61,,0,,,,0,,15.2,61,1,UG/M3,Pendleton - McKay Creek,Active,1731114000000,632860035,Permanent,-13227319.52807234,5724793.066882429
410591003,Oregon Dept. of Environmental Quality,-8,2024-11-08 17:00:00 GMT-8,,78,78,78,,0,,,,0,,22.9,78,1,UG/M3,Hermiston - Municipal Airport,Active,1731114000000,632860036,Permanent,-13276295.42860277,5752983.455599602
410610120,Oregon Dept. of Environmental Quality,-8,2024-11-08 17:00:00 GMT-8,,71,71,71,,0,,,,0,,33.5,71,1,UG/M3,Cove - City Hall,Active,1731114000000,632860038,Permanent,-13114871.591600897,5669014.544915517
410610123,Oregon Dept. of Environmental Quality,-8,2024-11-08 17:00:00 GMT-8,,54,54,54,,0,,,,0,,11.5,54,1,UG/M3,La Grande Hall & N Sts,Active,1731114000000,632860040,Permanent,-13144360.569989996,5672594.530915402
410630001,Oregon Dept. of Environmental Quality,-8,2024-11-08 17:00:00 GMT-8,,58,58,58,,0,,,,0,,12.5,58,1,UG/M3,Enterprise - US Forest Service,Active,1731114000000,632860041,Permanent,-13057338.33917421,5688893.324874051
410650007,Oregon Dept. of Environmental Quality,-8,2024-11-08 17:00:00 GMT-8,,57,57,57,,0,,,,0,,12,57,1,UG/M3,The Dalles - Cherry Heights,Active,1731114000000,632860042,Permanent,-13492299.323260073,5716863.897080205
410670004,Oregon Dept. of Environmental Quality,-8,2024-11-08 17:00:00 GMT-8,,55,55,55,,0,,,,0,,12,55,1,UG/M3,Hillsboro - Hare Field,Active,1731114000000,632860044,Permanent,-13689224.726987774,5705110.451435963
410670005,Oregon Dept. of Environmental Quality,-8,2024-11-08 17:00:00 GMT-8,6,74,74,74,7,1,PPB,,,0,,24.5,74,1,UG/M3,Portland Near Road,Active,1731114000000,632860045,Permanent,-13663966.557165762,5684581.484435406
410670111,Oregon Dept. of Environmental Quality,-8,2024-11-08 17:00:00 GMT-8,,53,53,53,,0,,,,0,,10.5,53,1,UG/M3,Beaverton - Highland Park School,Active,1731114000000,632860046,Permanent,-13671803.449317606,5695851.102246963
417BI1010001,U.S. Department of State Kyrgyzstan - Bishkek,6,2024-11-09 07:00:00 GMT+6,,8,8,8,,0,,,,0,,0.5,8,1,UG/M3,Bishkek,Active,1731114000000,632860050,Permanent,8302635.090206989,5285771.461983563
418LAO010001,U.S. Department of State Laos - Vientiane,7,2024-11-09 08:00:00 GMT+7,,97,97,97,,0,,,,0,,35,97,1,UG/M3,Vientiane,Active,1731114000000,632860051,Permanent,11425832.5350216,2025393.3809339956
420010001,Pennsylvania Dept. of Environmental Protection,-5,2024-11-08 20:00:00 GMT-5,6,16,16,16,8,1,PPB,,,0,,3.1,16,1,UG/M3,Arendtsville,Active,1731114000000,632860052,Permanent,-8605898.326195471,4854802.696444908
420019991,EPA Office of Atmospheric Protection,-5,2024-11-08 20:00:00 GMT-5,40,39,39,39,39,1,PPB,,,0,,,,0,,Arendtsville,Active,1731114000000,632860054,Permanent,-8605864.930348234,4854773.6656160075
420030008,Allegheny County,-5,2024-11-08 20:00:00 GMT-5,33,31,31,31,31,1,PPB,,,0,,4.7,22,1,UG/M3,Lawrenceville,Active,1731114000000,632860055,Permanent,-8901228.935270026,4933834.48458676
420030064,Allegheny County,-5,2024-11-08 20:00:00 GMT-5,,21,21,21,,0,,,,0,,4.1,21,1,UG/M3,Liberty (SAHS),Active,1731114000000,632860057,Permanent,-8890898.597843902,4913122.49416269
420030067,Allegheny County,-5,2024-11-08 20:00:00 GMT-5,35,34,34,34,34,1,PPB,,,0,,,,0,,South Fayette,Active,1731114000000,632860058,Permanent,-8926220.160953116,4921595.282695444
420031008,Allegheny County,-5,2024-11-08 20:00:00 GMT-5,35,32,32,32,32,1,PPB,,,0,,,,0,,Harrison Township,Active,1731114000000,632860060,Permanent,-8875455.02224717,4955552.448409015
420031376,Allegheny County,-5,2024-11-08 20:00:00 GMT-5,,21,21,21,,0,,,,0,,4.2,21,1,UG/M3,Parkway East (Near Road),Active,1731114000000,632860061,Permanent,-8890372.167971943,4929713.665721089
420050001,Pennsylvania Dept. of Environmental Protection,-5,2024-11-08 20:00:00 GMT-5,31,31,31,31,31,1,PPB,,,0,,4.9,23,1,UG/M3,Kittanning,Active,1731114000000,632860062,Permanent,-8857135.284966812,4984974.713157629
420070005,Pennsylvania Dept. of Environmental Protection,-5,2024-11-08 20:00:00 GMT-5,33,32,32,32,32,1,PPB,,,0,,,,0,,Brighton Township,Active,1731114000000,632860064,Permanent,-8945600.884300226,4965945.636123677
420070014,Pennsylvania Dept. of Environmental Protection,-5,2024-11-08 20:00:00 GMT-5,25,27,27,27,27,1,PPB,,,0,,5.8,27,1,UG/M3,Beaver Falls,Active,1731114000000,632860065,Permanent,-8940814.591474079,4975212.9430794725
420110006,Pennsylvania Dept. of Environmental Protection,-5,2024-11-08 20:00:00 GMT-5,35,31,31,31,31,1,PPB,,,0,,,,0,,Kutztown,Active,1731114000000,632860066,Permanent,-8436871.14533344,4940930.631145345
420110011,Pennsylvania Dept. of Environmental Protection,-5,2024-11-08 20:00:00 GMT-5,34,34,34,34,34,1,PPB,,,0,,2.8,15,1,UG/M3,Reading Airport,Active,1731114000000,632860067,Permanent,-8456785.868277881,4921799.731681915
